SSQ,centerX,centerY,x,y,originalID,mappedID,assignedID
47.0007569844676,189.24248496150815,183.22856194174602,158.51058600767914,229.21863813856947,2,0,0
140.36723446718818,189.24248496150815,183.22856194174602,83.17936512297447,90.78884750770305,1,0,0
322.7168328705442,189.24248496150815,183.22856194174602,418.05995958799275,410.6027544262545,4,0,0
283.11987812762715,189.24248496150815,183.22856194174602,413.40397141489854,354.0943768671488,4,0,0
136.31843584580545,189.24248496150815,183.22856194174602,74.85797305553582,106.54707144961507,1,0,0
126.01302324006917,189.24248496150815,183.22856194174602,103.98993076853117,91.2602347531289,1,0,0
242.40404154611878,189.24248496150815,183.22856194174602,5.585696492456853,24.309978423657284,0,0,0
60.56839674914308,189.24248496150815,183.22856194174602,228.58873334948402,229.37956924303307,2,0,0
37.33419771172486,189.24248496150815,183.22856194174602,206.57982818722854,218.37254990326122,2,0,0
287.2833195792872,189.24248496150815,183.22856194174602,413.90184557924135,360.47782571916395,4,0,0
45.42349233568581,189.24248496150815,183.22856194174602,177.34731674066725,234.28362849555816,2,0,0
105.02762390794801,189.24248496150815,183.22856194174602,258.8168287598798,262.16172592834755,3,0,0
110.93688687462989,189.24248496150815,183.22856194174602,265.67888194096,263.46470266929185,3,0,0
67.6288251338252,189.24248496150815,183.22856194174602,238.66316755304925,227.98087018470474,3,0,0
121.14268213646048,189.24248496150815,183.22856194174602,268.4843010821848,275.3064633661401,3,0,0
286.29480232965545,189.24248496150815,183.22856194174602,-9.300219060988782,-22.647539170298135,0,0,0
122.86542699890528,189.24248496150815,183.22856194174602,288.06978744254525,253.3067541535772,3,0,0
86.09282131103231,189.24248496150815,183.22856194174602,240.14711651232793,253.83545692354926,3,0,0
97.2470727854284,189.24248496150815,183.22856194174602,97.51392413372649,143.3078136252023,1,0,0
116.59436752690522,189.24248496150815,183.22856194174602,272.59384899762125,264.1296801848577,3,0,0
253.335046083406,189.24248496150815,183.22856194174602,8.571108149127372,5.739298589279948,0,0,0
75.49355324625299,189.24248496150815,183.22856194174602,191.0447464576219,264.33032579714956,2,0,0
277.2516147335552,189.24248496150815,183.22856194174602,386.47878795203997,377.81025394424853,4,0,0
133.54955410470185,189.24248496150815,183.22856194174602,113.97604202625905,75.05154010632374,1,0,0
118.40331568331644,189.24248496150815,183.22856194174602,287.3594233597947,245.59946203745,3,0,0
261.6357372534045,189.24248496150815,183.22856194174602,-14.157611307988065,17.510258463513754,0,0,0
118.02629506433038,189.24248496150815,183.22856194174602,101.83039322425773,103.77585722850532,1,0,0
241.1550726454747,189.24248496150815,183.22856194174602,10.154704462090605,21.310329256425575,0,0,0
295.300466944071,189.24248496150815,183.22856194174602,5.949487750063665,-46.923760787384445,0,0,0
254.24512570196828,189.24248496150815,183.22856194174602,12.801648528594656,0.5754472265718967,0,0,0
83.2561762067479,189.24248496150815,183.22856194174602,195.32679772575008,271.6149534657584,2,0,0
100.57276183174099,189.24248496150815,183.22856194174602,249.1512485331497,265.19694378411884,3,0,0
294.8006521236854,189.24248496150815,183.22856194174602,417.2400283736124,368.5357031013966,4,0,0
120.06914701391683,189.24248496150815,183.22856194174602,105.73928858248719,97.52546048456804,1,0,0
297.16381813520485,189.24248496150815,183.22856194174602,422.0518651768687,366.0750742672064,4,0,0
76.31635741144486,189.24248496150815,183.22856194174602,167.07042061656128,263.82868259529795,2,0,0
117.93339722823326,189.24248496150815,183.22856194174602,263.9180704180799,275.25114384908704,3,0,0
122.5353907427277,189.24248496150815,183.22856194174602,102.87738575596791,96.72972654389854,1,0,0
174.0100396669828,189.24248496150815,183.22856194174602,53.73799597755221,73.0027016204433,1,0,0
129.14604432460055,189.24248496150815,183.22856194174602,96.22959074883198,93.79679477035178,1,0,0
293.5673689500877,189.24248496150815,183.22856194174602,408.99563201642735,376.8885085862332,4,0,0
287.74514759907714,189.24248496150815,183.22856194174602,428.126058419412,340.3136145190324,4,0,0
89.93378506640133,189.24248496150815,183.22856194174602,238.58328094696947,260.1222478012809,3,0,0
156.5761183238912,189.24248496150815,183.22856194174602,254.10106626656747,328.86042421039315,3,0,0
292.56554712945194,189.24248496150815,183.22856194174602,410.2714726125262,373.75838151596685,4,0,0
112.90591660369869,189.24248496150815,183.22856194174602,249.91199471909215,280.3526698869627,3,0,0
292.551569916516,189.24248496150815,183.22856194174602,397.3231008779422,388.6163785843085,4,0,0
111.70361001579211,189.24248496150815,183.22856194174602,216.13233178849768,295.9900302280489,3,0,0
36.14317273776773,189.24248496150815,183.22856194174602,200.34585194930207,221.0752875140535,2,0,0
117.87097183406318,189.24248496150815,183.22856194174602,95.82298476168613,110.16131729861189,1,0,0
272.58871907814967,189.24248496150815,183.22856194174602,388.71938414062663,368.34617493101837,4,0,0
127.01057226629791,189.24248496150815,183.22856194174602,95.03133294030651,97.84809638168275,1,0,0
76.3945893509164,189.24248496150815,183.22856194174602,171.6674060780913,264.7572050973296,2,0,0
29.957541960113968,189.24248496150815,183.22856194174602,194.8287677807055,216.86294014938946,2,0,0
55.390799881753516,189.24248496150815,183.22856194174602,212.0444332296787,236.54773069026177,2,0,0
122.29928381214982,189.24248496150815,183.22856194174602,253.26881192222535,289.4995455788868,3,0,0
146.779086614943,189.24248496150815,183.22856194174602,81.72806778873819,83.21536600502532,1,0,0
143.38536812801084,189.24248496150815,183.22856194174602,70.61460890272377,100.48742102637213,1,0,0
38.497294760637054,189.24248496150815,183.22856194174602,216.89717134635268,207.90974091002414,2,0,0
260.53999940147196,189.24248496150815,183.22856194174602,-0.8388882274700645,4.85087702795235,0,0,0
71.77765355881108,189.24248496150815,183.22856194174602,220.6574580350074,250.48878515709995,2,0,0
149.29963908389945,189.24248496150815,183.22856194174602,292.74222571115763,290.7173078407963,3,0,0
290.5719669500498,189.24248496150815,183.22856194174602,-28.857595805876848,-9.381606399714368,0,0,0
37.27640894907303,189.24248496150815,183.22856194174602,191.49674851839836,225.59035635547286,2,0,0
141.46085290860677,189.24248496150815,183.22856194174602,86.17798790348913,86.32329829315512,1,0,0
115.29810652325388,189.24248496150815,183.22856194174602,246.0092587919919,285.94945198480553,3,0,0
100.85611177162467,189.24248496150815,183.22856194174602,232.1965544161176,277.41329075753305,3,0,0
59.509154751474895,189.24248496150815,183.22856194174602,148.07794520226173,237.26095684544958,2,0,0
335.24084905124096,189.24248496150815,183.22856194174602,451.78600704694605,389.89971894813624,4,0,0
133.86233988447967,189.24248496150815,183.22856194174602,271.6299251535519,289.76275665653657,3,0,0
240.5313790160155,189.24248496150815,183.22856194174602,374.0679554773842,335.65174070135515,4,0,0
